"","WCRNUMBER","LEGACYLOGNUMBER","STATE_WELL_NUMBER","CASING_NUMBER","SITE_CODE.x","LOCAL_WELL_NUMBER","EWM_MASTER_SITE_ID","LATITUDE.x","LONGITUDE.x","ELEVATION","CREATED_DT","PERSON_ID","SITE_CODE.y","SITE_CODE_ROOT","SITE_CODE_SEQ","EWM_ACCESS_RESTRICTION_ID","MODIFIED_DATE.x","MODIFIED_USER.x","MODIFIED_PROC.x","HORZ_COORDINATE_TYPE_ID","VERT_COORDINATE_TYPE_ID","HORZ_MEASUREMENT_METHOD_ID","VERT_MEASUREMENT_METHOD_ID","HORZ_MEASUREMENT_ACCURACY_ID","VERT_MEASUREMENT_ACCURACY_ID","EWM_MASTER_SITE_ACTV","APPL_ID.x","EWM_STATION_ID","EWM_BASIN_PORTION_ID","EWM_BASIN_ID","VERTICAL_MEASURE_METHOD_ID","VERTICAL_MEASURE_ACCURACY_ID","EWM_WELL_COMPLETION_ID","COMPLETION_RPT_NBR_AVAIL","LATEST_RP_ELEVATION","LATEST_GS_ELEVATION","COMPLETION_RPT_NBR","WELL_LOCATION_DESC","SAME_AS_STATE_WELL_NBR","EWM_STATION_USE_ID","EWM_STATION_ACTV","TOTAL_DEPTH_FT","EWM_OCCURRENCE_TYPE_ID","EWM_CONFIDENCE_TYPE_ID","WELL_DEPTH_UNKNOWN","RP_DESC","HAS_WELL_CONSTRUCTION_DATA","ADDL_COMMENTS","LOCAL_WELL_DESIGNATION","MODIFIED_USER.y","MODIFIED_DATE.y","MODIFIED_PROC.y","IS_VOLUNTARY_REPORTING","HORIZONTAL_MEASURE_METHOD_ID","HORIZONTAL_MEASURE_ACCURACY_ID","COUNTY_ID","LATITUDE.y","LONGITUDE.y","EWM_COORDINATE_TYPE_ID","PRIMARY_WELL_ORG_ID","APPL_ID.y","OWNER_ORG_ID"
"6179","WCR1964-001835","90389","06S22E02P001S",NA,NA,NA,75145,33.6753,114.652,404.21,"2011-05-13 16:30:38",70371,"336753N1146522W001","336753N1146522W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,27888,NA,518,0,0,3,"N",404.21,404.21,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.6753,-114.652,6,NA,24,NA
"6180","WCR1986-011710","160796","02S01E04N001S",NA,NA,NA,55243,34.0235,116.89,4453.18,"2011-05-13 16:30:33",70371,"340235N1168897W001","340235N1168897W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,25347,NA,501,0,0,3,"N",4453.18,4453.18,NA,NA,"N",6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"B118ChangeWellBasin","2017-11-03 18:02:50","B118_2017","Y",0,0,33,34.0235,-116.89,6,NA,24,NA
"6181","WCR1986-011711","107472","02S01E04P003S",NA,NA,NA,55244,34.0233,116.889,4443.18,"2011-05-13 16:30:33",70371,"340233N1168895W001","340233N1168895W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,37986,NA,501,0,0,3,"N",4443.18,4443.18,NA,NA,"N",6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"B118ChangeWellBasin","2017-11-03 18:02:50","B118_2017","Y",0,0,33,34.0233,-116.889,6,NA,24,NA
"6182","WCR1986-011744","46676","01N07E25G001S",NA,NA,NA,79732,34.1428,116.203,2444.54,"2011-05-13 16:30:42",70371,"341428N1162030W001","341428N1162030W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,3976,NA,538,0,0,3,"N",2444.54,2444.54,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,36,34.1428,-116.203,6,NA,24,NA
"6183","WCR1964-001649","40484","07N35W26F005S",NA,NA,NA,78071,34.6633,120.538,37.55,"2011-05-13 16:30:38",70371,"346633N1205378W002","346633N1205378W",2,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,38296,NA,125,0,0,3,"N",37.55,37.55,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,42,34.6633,-120.538,6,NA,24,NA
"6184","WCR1965-001694",NA,"07S03W14N003S",NA,NA,NA,72298,33.5559,117.172,1102.33,"2011-05-13 16:30:34",70371,"335559N1171718W002","335559N1171718W",2,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,12359,NA,218,0,0,3,"N",1102.33,1102.33,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5559,-117.172,6,NA,24,NA
"6185","WCR1965-001695",NA,"07S03W16P002S",NA,NA,NA,72314,33.5573,117.199,1122.35,"2011-05-13 16:30:34",70371,"335573N1171990W001","335573N1171990W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,30344,NA,218,0,0,3,"N",1122.35,1122.35,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5573,-117.199,6,NA,24,NA
"6186","WCR1965-001696",NA,"07S03W17E007S",NA,NA,NA,72270,33.5634,117.224,1132.4,"2011-05-13 16:30:34",70371,"335634N1172243W001","335634N1172243W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,12371,NA,218,0,0,3,"N",1132.4,1132.4,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5634,-117.224,6,NA,24,NA
"6187","WCR1965-001697",NA,"07S03W17F005S",NA,NA,NA,69802,33.5642,117.22,1134.39,"2011-05-13 16:30:40",70371,"335642N1172201W001","335642N1172201W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,12372,NA,218,0,0,3,"N",1134.39,1134.39,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5642,-117.22,6,NA,24,NA
"6188","WCR1965-001698",NA,"07S03W18B001S",NA,NA,NA,69823,33.5675,117.23,1152.4,"2011-05-13 16:30:40",70371,"335675N1172296W001","335675N1172296W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,13072,NA,218,0,0,3,"N",1152.4,1152.4,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5675,-117.23,6,NA,24,NA
"6189","WCR1965-001699",NA,"07S03W18L005S",NA,NA,NA,69826,33.5595,117.236,1117.41,"2011-05-13 16:30:40",70371,"335595N1172362W001","335595N1172362W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,38853,NA,218,0,0,3,"N",1117.41,1117.41,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5595,-117.236,6,NA,24,NA
"6190","WCR1965-001701",NA,"07S03W18R001S",NA,NA,NA,69829,33.557,117.242,1102.42,"2011-05-13 16:30:40",70371,"335570N1172415W001","335570N1172415W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,31912,NA,218,0,0,3,"N",1102.42,1102.42,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.557,-117.242,6,NA,24,NA
"6191","WCR1965-001794","124875","07S02E15F002S",NA,NA,NA,81906,33.5656,116.767,4002.7,"2011-05-13 16:30:42",70371,"335656N1167670W001","335656N1167670W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,9379,NA,NA,0,0,3,"N",4002.7,4002.7,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5656,-116.767,6,NA,24,NA
"6192","WCR1965-001796",NA,"07S02E15J001S",NA,NA,NA,81909,33.5614,116.758,3762.68,"2011-05-13 16:30:42",70371,"335614N1167576W001","335614N1167576W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,30825,NA,NA,0,0,3,"N",3762.68,3762.68,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5614,-116.758,6,NA,24,NA
"6193","WCR1965-001802","124861","07S02E15R001S",NA,NA,NA,81913,33.5581,116.755,3752.66,"2011-05-13 16:30:42",70371,"335581N1167554W001","335581N1167554W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,9383,NA,219,0,0,3,"N",3752.66,3752.66,NA,NA,"N",6,"Y",NA,NA,NA,"N","None Provided","N",NA,NA,"B118 2019","2019-06-26 14:59:01","CASGEM","Y",0,0,33,33.5581,-116.755,6,NA,24,NA
"6194","WCR1986-011606","192914","11N07W36B001S",NA,NA,NA,57185,35.0097,117.571,2481.39,"2011-05-13 16:30:36",70371,"350097N1175712W001","350097N1175712W",1,3000,"2017-11-03 18:02:50","CLUDLUM_DBA","DA_LOAD",11,16,0,0,0,0,"Y",24,29742,1304,434,9,4,1,"N",2481.39,2481.39,NA,NA,"N",6,"Y",330,NA,NA,"N","Unknown","Y",NA,"11N07W36B01","CLUDLUM_DBA","2019-04-11 18:03:58","DA_LOAD","Y",2,13,36,35.0097,-117.57,5,5161,24,5161
"6195","WCR1986-011608","241611","01N22W12N003S",NA,NA,NA,76289,34.1775,119.145,43.36,"2011-05-13 16:30:38",70371,"341775N1191451W001","341775N1191451W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,2479,1052,169,7,1,1,"N",40.816,39.816,NA,NA,"N",3,"Y",1122,NA,NA,"N","None Provided","Y",NA,"01N22W12N03S","jeff.dorrington@ventura.org","2019-04-11 18:03:58","CASGEM","N",3,11,56,34.1775,-119.146,5,5029,24,5029
"6196","WCR1963-001620",NA,"07S03W03Q005S",NA,NA,NA,72330,33.585,117.177,1322.39,"2011-05-13 16:30:34",70371,"335850N1171765W001","335850N1171765W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,12210,NA,NA,0,0,3,"N",1322.39,1322.39,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.585,-117.177,6,NA,24,NA
"6197","WCR1963-001621",NA,"07S03W07R004S",NA,NA,NA,72287,33.5706,117.226,1172.4,"2011-05-13 16:30:34",70371,"335706N1172259W001","335706N1172259W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,38840,NA,218,0,0,3,"N",1172.4,1172.4,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5706,-117.226,6,NA,24,NA
"6198","WCR1963-001889","90354","02S01W30E003S",NA,NA,NA,64677,33.9702,117.03,2387.31,"2011-05-13 16:30:44",70371,"339702N1170304W001","339702N1170304W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,2647,NA,206,0,0,3,"N",2387.31,2387.31,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.9702,-117.03,6,NA,24,NA
"6199","WCR1964-001844","98065","04S07E14E001S",NA,NA,NA,92244,33.824,116.229,1075.94,"2011-12-08 16:45:49",NA,"338240N1162287W001","338240N1162287W",1,3000,"2017-11-03 18:02:50","ireyburn@cvwd.org","CASGEM",NA,NA,3,8,11,1,"Y",24,47758,1166,500,1,1,1,"N",1076.04,1075.94,NA,"530'W,46'N, SECOR, SW1/4, NW 1/4, SEC 14,T4S,R7E","N",3,"N",NA,NA,NA,"Y","3/4"""" PLUG TOP OF CASING","Y","RP changed from 1077.043 to 1076.043 on 3/4/2011","04S07E14E001S","ireyburn@cvwd.org","2019-04-11 18:03:58","CASGEM","N",1,9,33,33.824,-116.229,NA,430,24,430
"6200","WCR1964-001850",NA,"06S01E31F001S",NA,NA,NA,67106,33.6111,116.924,2592.57,"2011-05-13 16:30:40",70371,"336111N1169245W001","336111N1169245W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,5326,NA,NA,0,0,3,"N",2592.57,2592.57,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.6111,-116.924,6,NA,24,NA
"6201","WCR1963-001701","100338","08S01E18G001S",NA,NA,NA,75777,33.4814,116.918,1632.39,"2011-05-13 16:30:38",70371,"334814N1169179W001","334814N1169179W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,7631,NA,218,0,0,3,"N",1632.39,1632.39,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.4814,-116.918,6,NA,24,NA
"6202","WCR1963-001702",NA,"08S01E18G001S",NA,NA,NA,75777,33.4814,116.918,1632.39,"2011-05-13 16:30:38",70371,"334814N1169179W001","334814N1169179W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,7631,NA,218,0,0,3,"N",1632.39,1632.39,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.4814,-116.918,6,NA,24,NA
"6203","WCR1964-000587","00105211","07S11E04F001M",NA,NA,NA,72903,37.3557,120.772,112.38,"2011-05-13 16:30:34",70371,"373557N1207721W001","373557N1207721W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,7908,NA,340,0,0,3,"N",112.38,112.38,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"161","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,24,37.3557,-120.772,6,NA,24,NA
"6204","WCR1964-000588","00105212","07S11E05F001M",NA,NA,NA,72907,37.3543,120.787,107.38,"2011-05-13 16:30:34",70371,"373543N1207874W001","373543N1207874W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,8452,NA,340,0,0,3,"N",107.38,107.38,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"160","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,24,37.3543,-120.787,6,NA,24,NA
"6205","WCR1964-000589","00105213","07S11E06A002M",NA,NA,NA,72910,37.3566,120.801,107.38,"2011-05-13 16:30:34",70371,"373566N1208007W001","373566N1208007W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,38961,NA,340,0,0,3,"N",107.38,107.38,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"159","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,24,37.3566,-120.801,6,NA,24,NA
"6206","WCR1964-000594","00105226","06S11E34A001M",NA,NA,NA,71822,37.3721,120.742,122.37,"2011-05-13 16:30:35",70371,"373721N1207421W001","373721N1207421W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,5056,NA,340,0,0,3,"N",122.37,122.37,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,"163","DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,24,37.3721,-120.742,6,NA,24,NA
"6207","WCR1986-011614","485481","01S04W06B001S",NA,NA,NA,86537,34.1211,117.338,1213.58,"2011-05-13 16:30:46",70371,"341211N1173384W001","341211N1173384W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,2329,NA,204,0,0,3,"N",1213.58,1213.58,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,36,34.1211,-117.338,6,NA,24,NA
"6208","WCR1965-000064","106457","11N01E27N002M",NA,NA,NA,46728,38.7648,121.855,65.51,"2011-05-13 16:30:38",70371,"387648N1218552W002","387648N1218552W",2,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,12612,NA,291,0,0,3,"Y",68.51,65.51,"106457",NA,"N",3,"Y",596,NA,NA,"N","None Provided","N",NA,NA,"B118ChangeWellBasin","2017-11-03 18:02:50","B118_2017","Y",0,0,57,38.7648,-121.855,6,NA,24,NA
"6209","WCR1963-001396","124530","02N22W17Q005S",NA,NA,NA,90515,34.2491,119.208,88.6,"2011-07-21 09:36:10",NA,"342491N1192078W001","342491N1192078W",1,3000,"2017-11-03 18:02:50","jeff.dorrington@ventura.org","CASGEM",NA,NA,3,7,11,1,"Y",24,46060,980,170,7,1,1,"N",92.061,91.061,NA,NA,"N",3,"Y",500,NA,NA,"N","None Provided","N",NA,"02N22W17Q05S","jeff.dorrington@ventura.org","2019-04-11 18:03:58","CASGEM","N",3,11,56,34.2491,-119.208,NA,5029,24,5029
"6210","WCR1963-001710","47456","09N04E08N002S",NA,NA,NA,69346,34.8814,116.59,1802.35,"2011-05-13 16:30:40",70371,"348814N1165898W001","348814N1165898W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,8931,NA,427,0,0,3,"N",1802.35,1802.35,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,36,34.8814,-116.59,6,NA,24,NA
"6211","WCR1986-011871",NA,"26S39E13R003M",NA,NA,NA,58498,35.6661,117.724,2320.64,"2011-05-13 16:30:36",70371,"356661N1177237W002","356661N1177237W",2,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,19933,NA,441,0,0,3,"N",2320.64,2320.64,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.6661,-117.724,6,NA,24,NA
"6212","WCR1986-011876",NA,"26S40E04Q001M",NA,NA,NA,58467,35.6975,117.676,2187.51,"2011-05-13 16:30:36",70371,"356975N1176762W001","356975N1176762W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,36370,NA,441,0,0,3,"N",2187.51,2187.51,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,15,35.6975,-117.676,6,NA,24,NA
"6213","WCR1963-001571","90428","04S11W04K001S",NA,NA,NA,75435,33.8511,118.033,51.62,"2011-05-13 16:30:38",70371,"338511N1180333W001","338511N1180333W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,5953,NA,197,0,0,3,"N",53.72,51.62,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,30,33.8511,-118.033,6,NA,24,NA
"6214","WCR1963-001405","40989","02N21W30P002S",NA,NA,NA,68092,34.2217,119.124,72.09,"2011-05-13 16:30:40",70371,"342217N1191240W001","342217N1191240W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,3694,NA,169,0,0,3,"N",72.09,72.09,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,56,34.2217,-119.124,6,NA,24,NA
"6215","WCR1964-001616",NA,"06N11W16J001S",NA,NA,NA,65626,34.6078,118.043,2549.79,"2011-05-13 16:30:34",70371,"346078N1180426W001","346078N1180426W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,6543,NA,431,0,0,3,"N",2549.79,2549.79,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,19,34.6078,-118.043,6,NA,24,NA
"6216","WCR1965-001383","106424","07N24W13C003S",NA,NA,NA,93576,34.712,119.379,3413,"2012-07-05 14:49:29",NA,"347120N1193790W001","347120N1193790W",1,3000,"2020-01-14 07:30:16","dgibbs@cosbpw.net","CASGEM",NA,NA,0,0,0,0,"Y",27,49079,1049,123,3,4,1,"N",3437.92,3435.92,NA,"Cuyama-Ventucopa","N",3,"Y",125,NA,NA,"N","top of casing, east","N",NA,"89","bgooding","2020-01-16 09:45:43","SGMA","Y",3,10,56,34.712,-119.379,NA,5029,27,5266
"6217","WCR1965-001653","504","05S12W12E001S",NA,NA,NA,86105,33.7533,118.091,11.19,"2011-05-13 16:30:47",70371,"337533N1180914W001","337533N1180914W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,10156,NA,197,0,0,3,"N",13.15,11.19,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,30,33.7533,-118.091,6,NA,24,NA
"6218","WCR1963-001578","47866","04S11W15L003S",NA,NA,NA,75410,33.8241,118.022,58.08,"2011-05-13 16:30:38",70371,"338241N1180222W001","338241N1180222W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,6103,NA,197,0,0,3,"N",58.71,58.08,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,30,33.8241,-118.022,6,NA,24,NA
"6219","WCR1964-001803",NA,"09S02W26E003S",NA,NA,NA,60113,33.3675,117.069,447.24,"2011-05-13 16:30:37",70371,"333675N1170693W001","333675N1170693W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,31050,NA,581,0,0,3,"N",447.24,447.24,NA,NA,"N",6,"Y",NA,NA,NA,"N","None Provided","N",NA,NA,"B118 2019","2019-06-26 14:59:01","CASGEM","Y",0,0,37,33.3675,-117.069,6,NA,24,NA
"6220","WCR1964-001806",NA,"07S01W24B002S",NA,NA,NA,81972,33.5559,116.934,2327.47,"2011-05-13 16:30:42",70371,"335559N1169343W001","335559N1169343W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,27527,NA,NA,0,0,3,"N",2327.47,2327.47,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5559,-116.934,6,NA,24,NA
"6221","WCR1964-001807",NA,"07S01W24B003S",NA,NA,NA,81973,33.5567,116.938,2277.47,"2011-05-13 16:30:42",70371,"335567N1169379W001","335567N1169379W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,7945,NA,NA,0,0,3,"N",2277.47,2277.47,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5567,-116.938,6,NA,24,NA
"6222","WCR1964-001811",NA,"07S03W17E005S",NA,NA,NA,72268,33.5623,117.224,1124.39,"2011-05-13 16:30:34",70371,"335623N1172237W001","335623N1172237W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,12370,NA,218,0,0,3,"N",1124.39,1124.39,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5623,-117.224,6,NA,24,NA
"6223","WCR1964-001812",NA,"07S03W17E006S",NA,NA,NA,72269,33.5631,117.223,1130.39,"2011-05-13 16:30:34",70371,"335631N1172229W001","335631N1172229W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,30346,NA,218,0,0,3,"N",1130.39,1130.39,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5631,-117.223,6,NA,24,NA
"6224","WCR1964-001813",NA,"07S03W19B002S",NA,NA,NA,69831,33.5536,117.23,1107.4,"2011-05-13 16:30:40",70371,"335536N1172296W001","335536N1172296W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,13075,NA,218,0,0,3,"N",1107.4,1107.4,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5536,-117.23,6,NA,24,NA
"6225","WCR1964-001814",NA,"07S03W20E009S",NA,NA,NA,69799,33.55,117.223,1092.38,"2011-05-13 16:30:40",70371,"335500N1172226W001","335500N1172226W",1,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,13084,NA,218,0,0,3,"N",1092.38,1092.38,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.55,-117.223,6,NA,24,NA
"6226","WCR1964-001815",NA,"07S03W21M004S",NA,NA,NA,69769,33.5448,117.204,1082.35,"2011-05-13 16:30:40",70371,"335448N1172045W002","335448N1172045W",2,3000,"2017-11-03 18:02:50","DA LOAD","MSTR MOVE",11,16,0,0,0,0,"Y",24,10424,NA,218,0,0,3,"N",1082.35,1082.35,NA,NA,NA,6,"Y",NA,NA,NA,"Y","None Provided","N",NA,NA,"DA LOAD","2017-11-03 18:02:50","WDL STN MOVE","Y",0,0,33,33.5448,-117.204,6,NA,24,NA
